Año,Vehículo,Categoría Costes,Subcategoría Costes,Tipo Costes,Costes Unitarios,Costes Anuales
2024,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2863,34351.12
2017,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0471,5656.33
2018,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0479,5748.31
2019,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.049,5876.39
2020,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0491,5887.4
2021,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0495,5938.08
2022,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.05,5995.1
2023,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0516,6189.94
2024,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0559,6704.02
2017,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0067,803.5
2018,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0068,817.77
2019,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0069,832.01
2020,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0069,830.97
2021,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.007,837.12
2022,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0074,886.47
2023,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0079,942.3
2024,Tren De Carretera,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0081,971.17
2017,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3184,38209.54
2018,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3521,42246.47
2019,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3468,41619.52
2020,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3084,37004.29
2021,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3523,42272.43
2022,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.5276,63311.57
2023,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4628,55540.61
2024,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4307,51683.3
2017,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.015,1802.58
2018,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0153,1835.89
2019,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0155,1865.72
2020,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0158,1895.6
2021,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0161,1937.31
2022,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0168,2011.75
2023,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0178,2138.92
2024,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0186,2230.79
2017,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0365,4375.27
2018,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0366,4391.69
2019,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0364,4368.72
2020,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0369,4429.01
2021,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0376,4514.5
2022,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.041,4921.15
2023,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0451,5414.33
2024,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0464,5563.49
2017,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0164,1970.55
2018,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0167,2007.0
2019,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.017,2039.61
2020,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0173,2072.28
2021,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0176,2117.88
2022,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0183,2199.24
2023,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0195,2338.26
2024,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0203,2438.7
2017,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0265,3181.17
2018,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.027,3239.94
2019,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0274,3292.56
2020,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0279,3345.3
2021,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0285,3418.89
2022,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0296,3550.29
2023,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0315,3774.72
2024,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0328,3936.81
2017,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.115,13804.41
2018,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1172,14069.92
2019,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1191,14287.34
2020,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1207,14485.16
2021,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.123,14756.0
2022,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1247,14967.38
2023,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1292,15506.67
2024,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1361,16331.91
2017,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0157,1888.49
2018,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.016,1922.05
2019,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0163,1955.51
2020,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0163,1953.06
2021,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0164,1967.52
2022,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0174,2083.49
2023,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0185,2214.72
2024,Tren De Carretera,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.019,2282.59
2017,Tren De Carretera,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0623,7476.19
2018,Tren De Carretera,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0651,7808.53
2019,Tren De Carretera,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0653,7841.94
2020,Tren De Carretera,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0633,7593.93
2021,Tren De Carretera,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0669,8023.87
2022,Tren De Carretera,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0796,9546.87
2023,Tren De Carretera,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.078,9363.89
2024,Tren De Carretera,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0782,9379.21
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0927,8808.98
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0938,8907.61
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0946,8988.26
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0954,9066.48
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0964,9157.05
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0995,9448.5
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1029,9776.61
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1053,10002.4
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0143,1354.97
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.013,1232.29
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0136,1293.95
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0128,1217.93
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0133,1260.65
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0163,1547.56
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0272,2584.84
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.028,2655.65
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3056,29034.38
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3115,29592.97
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3163,30051.09
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3207,30464.97
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3267,31034.57
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3314,31481.03
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3433,32615.33
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3616,34351.12
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0482,4574.82
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0489,4649.22
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.05,4752.8
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0501,4761.7
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0506,4802.69
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.051,4848.8
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0527,5006.39
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0571,5422.18
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0072,680.91
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0073,693.01
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0074,705.08
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0074,704.19
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0075,709.41
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0079,751.22
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0084,798.54
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0087,823.0
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2233,21213.74
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2469,23455.02
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2432,23106.94
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2163,20544.59
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.247,23469.43
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.37,35150.25
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3246,30835.86
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.302,28694.3
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0105,1000.78
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0107,1019.28
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0109,1035.84
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0111,1052.43
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0113,1075.59
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0118,1116.92
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0125,1187.52
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.013,1238.53
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0381,3623.64
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0383,3637.23
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0381,3618.19
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0386,3668.19
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0394,3738.95
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0429,4075.74
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0472,4484.18
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0485,4607.71
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0199,1894.37
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0203,1929.41
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0206,1960.78
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.021,1992.15
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0214,2035.97
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0223,2114.23
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0237,2247.85
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0247,2344.41
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0258,2451.48
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0263,2496.77
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0267,2537.34
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0271,2577.97
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0277,2634.69
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0288,2735.93
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0306,2908.88
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0319,3033.83
2017,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1132,10756.07
2018,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1154,10962.67
2019,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1172,11131.77
2020,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1188,11284.84
2021,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.121,11495.81
2022,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1228,11661.37
2023,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1272,12082.32
2024,Rígido De 3 Ejes De Carga General,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1339,12724.23
